"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"1","WBGene00000032","R09F10.2","Unassigned","Unassigned","Unassigned","abu-9 is enriched in the pharynx based on microarray studies\; is affected by several genes including xbp-1, lin-22, and mir-34 based on microarray and RNA-seq studies\; is affected by Ethanol, multi-walled carbon nanotube, and Neurotoxins based on RNA-seq and microarray studies."
"2","WBGene00000219","F21F8.7","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: unassigned","asp-6 is an ortholog of human PGA4, NAPSA, and PGA5\; is predicted to have aspartic-type endopeptidase activity\; localizes to the extracellular space\; is expressed in the hypodermal cell, the intestine, the muscle cell, the pharynx, and the pseudocoelom."
"3","WBGene00000372","T10B9.10","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-13A7 is an ortholog of human TBXAS1 (thromboxane A synthase 1) and members of the human CYP3 (Cytochrome P450 family 3) gene family including CYP3A4, CYP3A7, and CYP3A5\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is expressed in the intestine."
"4","WBGene00000458","C37E2.5","Transcription factor","Transcription factor: homeodomain","Transcription factor: homeodomain","ceh-37 is an ortholog of human CRX (cone-rod homeobox), OTX1 (orthodenticle homeobox 1), and OTX2 (orthodenticle homeobox 2)\; exhibits DNA binding activity, bending and double-stranded telomeric DNA binding activity\; is involved in neuron fate specification, olfactory behavior, and regulation of transcription by RNA polymerase II\; localizes to the nuclear chromosome, telomeric region\; is expressed in several tissues, including the amphid sensillum, the excretory cell, the head, the intestine, and the nervous system."
"5","WBGene00000516","T05A6.1","Cell cycle","Cell cycle: unassigned","Cell cycle: unassigned","cki-1 is predicted to have cyclin-dependent protein serine\/threonine kinase inhibitor activity\; is involved in several processes, including gonad development, negative regulation of cell cycle, and negative regulation of cell division\; localizes to the nucleus\; is expressed in several tissues, including the Q cell, the alimentary system, the epithelial system, the reproductive system, and the vulval precursor cell."
"6","WBGene00000781","C52E4.1","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: cathepsin","cpr-1 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity\; is expressed in the intestine and the male."
"7","WBGene00000784","F44C4.3","Proteolysis general","Proteolysis general: aspartate","Proteolysis general: aspartate: cathepsin","cpr-4 is an ortholog of human CTSB (cathepsin B)\; exhibits cysteine-type endopeptidase activity\; is involved in cellular response to UV, cellular response to gamma radiation, and proteolysis involved in cellular protein catabolic process\; localizes to the extracellular region."
"8","WBGene00000785","W07B8.5","Proteolysis general","Proteolysis general: cysteine","Proteolysis general: cysteine: unassigned","cpr-5 is an ortholog of human CTSB (cathepsin B)\; is predicted to have cysteine-type peptidase activity."
"9","WBGene00000799","K04H4.6","Development","Development: apoptosis","Development: apoptosis","crn-6 is an ortholog of human DNASE2B\; exhibits deoxyribonuclease II activity\; is involved in apoptotic DNA fragmentation\; is expressed in the seam cell."
"10","WBGene00000830","Y54G11A.6","Stress response","Stress response: oxidative","Stress response: oxidative","ctl-1 is an ortholog of human CAT\; exhibits catalase activity\; human orthologs of this gene are implicated in acatalasia."
"11","WBGene00000991","M03A8.1","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","dhs-28 is an ortholog of human SCP2D1\; is involved in several processes, including acyl-CoA metabolic process, ascaroside biosynthetic process, and dauer entry\; localizes to the peroxisome\; is expressed in the hypodermis\; is used to study obesity."
"12","WBGene00001581","F57F4.3","Globin","Globin","Globin","gfi-1 is involved in chromatin remodeling\; localizes to the membrane raft\; is expressed in the I1L, the I1R, the RIH, and the intestine."
"13","WBGene00001591","F11A5.10","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","glc-1 is an ortholog of human GLRA4 (glycine receptor alpha 4), GLRA3 (glycine receptor alpha 3), and GLRA2 (glycine receptor alpha 2)\; exhibits extracellularly glutamate-gated chloride channel activity, glutamate binding activity, and identical protein binding activity\; is involved in chloride transmembrane transport, locomotion involved in locomotory behavior, and protein complex oligomerization\; localizes to the integral component of plasma membrane\; is expressed in head neurons, the body wall musculature, and the pharyngeal muscle cell\; human orthologs of this gene are implicated in hyperekplexia 1 and hyperekplexia 2."
"14","WBGene00001883","ZK131.3","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-9 is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed widely."
"15","WBGene00001887","ZK131.7","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-13 is predicted to have DNA binding activity and protein heterodimerization activity\; is expressed in the nervous system."
"16","WBGene00001899","ZK131.2","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-25 is predicted to have DNA binding activity and protein heterodimerization activity."
"17","WBGene00001901","K06C4.13","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-27 is predicted to have DNA binding activity and protein heterodimerization activity."
"18","WBGene00001923","F07B7.5","Transcription: chromatin","Transcription: chromatin structure","Transcription: chromatin structure: histone","his-49 is predicted to have DNA binding activity and protein heterodimerization activity."
"19","WBGene00002015","T27E4.8","Stress response","Stress response: heat","Stress response: heat","hsp-16.1 is an ortholog of human CRYAA (crystallin alpha A), CRYAB (crystallin alpha B), and HSPB1 (heat shock protein family B (small) member 1)\; is predicted to have unfolded protein binding activity\; is involved in response to heat\; localizes to the Golgi medial cisterna\; is expressed in several tissues, including the alimentary system, the coelomocyte, the gonad, the muscular system, and the nervous system\; human orthologs of this gene are implicated in several diseases, including Charcot-Marie-Tooth disease axonal type 2F, cataract (multiple), and myofibrillar myopathy (multiple)."
"20","WBGene00002041","Y66H1A.6","Muscle function","Muscle function","Muscle function","hum-8 is an ortholog of human MYO6 (myosin VI)\; is predicted to have ATP binding activity, actin binding activity, and motor activity\; human orthologs of this gene are implicated in autosomal dominant nonsyndromic deafness 22 and autosomal recessive nonsyndromic deafness 37."
"21","WBGene00002057","R04E5.10","Cytoskeleton","Cytoskeleton: intermediate filament protein","Cytoskeleton: intermediate filament protein","ifd-1 is an ortholog of human KRT82 (keratin 82), KRT71 (keratin 71), and KRT76 (keratin 76)\; is predicted to have structural molecule activity\; is expressed in the intestine\; human orthologs of this gene are implicated in several diseases, including Charcot-Marie-Tooth disease (multiple), eye disease (multiple), and hypotrichosis (multiple)."
"22","WBGene00002058","F25E2.4","Cytoskeleton","Cytoskeleton: intermediate filament protein","Cytoskeleton: intermediate filament protein","ifd-2 is an ortholog of human KRT82 (keratin 82), KRT71 (keratin 71), and KRT76 (keratin 76)\; is predicted to have structural molecule activity\; is expressed in the intestine\; human orthologs of this gene are implicated in several diseases, including Charcot-Marie-Tooth disease (multiple), eye disease (multiple), and hypotrichosis (multiple)."
"23","WBGene00002067","C43C3.1","Cytoskeleton","Cytoskeleton: intermediate filament protein","Cytoskeleton: intermediate filament protein","ifp-1 is predicted to have structural molecule activity\; is expressed in the head, the intestine, the pharynx, and the ventral nerve cord."
"24","WBGene00002174","W03D8.6","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","itx-1 localizes to the adherens junction and basolateral plasma membrane\; is expressed in several tissues, including the anterior ganglion, the intestine, and the reproductive system."
"25","WBGene00002234","M60.5","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","kqt-2 is an ortholog of human KCNA3 (potassium voltage-gated channel subfamily A member 3), KCNA4 (potassium voltage-gated channel subfamily A member 4), and KCNA2 (potassium voltage-gated channel subfamily A member 2)\; is predicted to have voltage-gated potassium channel activity\; is involved in defecation\; is expressed in the intestine."
"26","WBGene00003095","F58B3.3","Proteolysis general","Proteolysis general: lysozyme","Proteolysis general: lysozyme","lys-6 is predicted to have lysozyme activity."
"27","WBGene00003096","C02A12.4","Stress response","Stress response: pathogen","Stress response: pathogen: lysozyme","lys-7 is involved in several processes, including defense response to bacterium, defense response to other organism, and innate immune response\; is expressed in head neurons, the intestine, and the rectal gland cell."
"28","WBGene00003097","C17G10.5","Stress response","Stress response: pathogen","Stress response: pathogen: lysozyme","lys-8 is involved in pharyngeal gland morphogenesis\; is expressed in several tissues, including the alimentary system, the g1AR, the g1P, and the nervous system."
"29","WBGene00003409","E03G2.2","Transmembrane transport","Transmembrane transport: ABC","Transmembrane transport: ABC","mrp-3 is an ortholog of human ABCC2 (ATP binding cassette subfamily C member 2) and ABCC3 (ATP binding cassette subfamily C member 3)\; is predicted to have ATP binding activity and ATPase activity, coupled to transmembrane movement of substances\; human orthologs of this gene are implicated in several diseases, including Dubin-Johnson syndrome, arterial calcification of infancy, and oculocutaneous albinism."
"30","WBGene00003628","C07A12.3","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-35 is an ortholog of human HNF4A (hepatocyte nuclear factor 4 alpha) and HNF4G (hepatocyte nuclear factor 4 gamma)\; is predicted to have several functions, including regulation of cellular process, sequence-specific DNA binding activity, and zinc ion binding activity\; is expressed in the intestine\; human orthologs of this gene are implicated in maturity-onset diabetes of the young type 1 and type 2 diabetes mellitus."
"31","WBGene00003738","F54F3.1","Cytoskeleton","Cytoskeleton: unassigned","Cytoskeleton: unassigned","nid-1 is an ortholog of human LRP6 (LDL receptor related protein 6), LTBP3 (latent transforming growth factor beta binding protein 3), and NID2\; exhibits extracellular matrix structural constituent\; is involved in several processes, including cholinergic synaptic transmission, nervous system development, and protein localization to synapse\; localizes to the basal part of cell and basement membrane\; is expressed in several tissues, including the alimentary system, the muscular system, the nervous system, the reproductive system, and the sensillum."
"32","WBGene00003786","VC5.3","Metabolism","Metabolism: lipid","Metabolism: lipid: binding","npa-1 is enriched in the intestine and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and let-7 based on proteomic, microarray, and RNA-seq studies\; is affected by ten chemicals including Astaxanthin, estrogen, and Progesterone based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Polyprotein allergen, nematode and DVA-1 superfamily."
"33","WBGene00003844","K11C4.4","Metabolism","Metabolism: polyamine","Metabolism: polyamine","odc-1 is an ortholog of human AZIN1, AZIN2, and Odc1\; is predicted to have ornithine decarboxylase activity\; is expressed in the intestine and the male gonad."
"34","WBGene00003995","K08E7.9","Transmembrane transport","Transmembrane transport: ABC","Transmembrane transport: ABC","pgp-1 is an ortholog of human ABCB1 (ATP binding cassette subfamily B member 1), ABCB11 (ATP binding cassette subfamily B member 11), and ABCB4 (ATP binding cassette subfamily B member 4)\; is predicted to have efflux transmembrane transporter activity\; is involved in several processes, including defense response to Gram-negative bacterium, innate immune response, and response to metal ion\; localizes to the apical plasma membrane\; is expressed in the intestine and the pharynx."
"35","WBGene00004023","T16D1.2","Lysosome","Lysosome: acid phosphatase","Lysosome: acid phosphatase","pho-4 is an ortholog of human ACP2 (acid phosphatase 2, lysosomal), ACP4 (acid phosphatase 4), and ACPP (acid phosphatase, prostate)\; human ACPP exhibits phosphatase activity and protein homodimerization activity."
"36","WBGene00004037","Y75B12B.6","Signaling","Signaling: lipid","Signaling: lipid: phospholipase C","plc-2 is an ortholog of human PLCB4 (phospholipase C beta 4)\; is predicted to have phosphatidylinositol phospholipase C activity."
"37","WBGene00004238","F46G10.5","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","ptr-24 is involved in molting cycle."
"38","WBGene00004859","W06B3.2","Signaling","Signaling: MAPK","Signaling: MAPK","sma-5 is an ortholog of human MAPK7 (mitogen-activated protein kinase 7)\; is predicted to have ATP binding activity and MAP kinase activity\; is involved in several processes, including cell proliferation, dauer larval development, and determination of adult lifespan\; is expressed in the excretory cell, the hypodermis, the intestine, and the pharynx."
"39","WBGene00004987","T08A9.12","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-2 is involved in defense response to Gram-positive bacterium."
"40","WBGene00004993","C28C12.5","Stress response","Stress response: pathogen","Stress response: pathogen: saposin ","spp-8 is an ortholog of human PSAP (prosaposin) and PSAPL1\; human PSAP exhibits several functions, including anion binding activity, beta-galactosidase activity, and protein homodimerization activity."
"41","WBGene00005657","C13D9.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srr","srr-6 is expressed in several tissues, including the alimentary system, the excretory cell, the nervous system, and the reproductive system\; is predicted to encode a protein with the following domain: Protein of unknown function DUF267, Caenorhabditis species."
"42","WBGene00005832","C25F9.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srw","srw-85 is predicted to have G protein-coupled peptide receptor activity\; is expressed in the nervous system."
"43","WBGene00006404","C31C9.1","Signaling","Signaling: hedgehog-like","Signaling: hedgehog-like","tag-10 localizes to the membrane raft\; is expressed in amphid neurons."
"44","WBGene00006431","C02F12.4","Signaling","Signaling: small GTPase","Signaling: small GTPase: Rho/Rac","tag-52 is an ortholog of human ARHGEF39 (Rho guanine nucleotide exchange factor 39)\; is predicted to have Rho guanyl-nucleotide exchange factor activity\; is expressed in several tissues, including the nervous system, the pharynx, and the reproductive system."
"45","WBGene00006609","W05E10.4","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","tre-3 is an ortholog of human TREH (trehalase)\; is predicted to have alpha,alpha-trehalase activity\; localizes to the membrane raft\; is expressed in several tissues, including the alimentary system, the body wall musculature, the head, the nervous system, and the reproductive system."
"46","WBGene00006650","F09E10.11","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","tts-1 is enriched in the muscle cell based on RNA-seq and microarray studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray and RNA-seq studies\; is affected by fifteen chemicals including Ethanol, Nitric Oxide, and methylmercury hydroxide based on RNA-seq and microarray studies."
"47","WBGene00006683","Y47D3B.5","Transmembrane transport","Transmembrane transport: potassium channel","Transmembrane transport: potassium channel","twk-31 is predicted to have potassium channel activity."
"48","WBGene00007153","B0365.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-41 is predicted to have carbohydrate binding activity\; is involved in positive regulation of chemotaxis."
"49","WBGene00007220","C01B9.1","Development","Development: apoptosis","Development: apoptosis","C01B9.1 is enriched in the OLL, the PVD, the body wall musculature, and the intestine based on microarray and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and clk-1 based on microarray and RNA-seq studies\; is affected by multi-walled carbon nanotube, Cry5B, and adsorbable organic bromine compound based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF38, Caenorhabditis species."
"50","WBGene00007440","C08E8.4","Metabolism","Metabolism: short chain dehydrogenase","Metabolism: short chain dehydrogenase","C08E8.4 is involved in innate immune response."
"51","WBGene00007840","C31C9.6","Cytoskeleton","Cytoskeleton: actin function","Cytoskeleton: actin function: binding","C31C9.6 is an ortholog of human WAS (Wiskott-Aldrich syndrome) and WASL (Wiskott-Aldrich syndrome like)\; human WAS exhibits SH3 domain binding activity, enzyme binding activity, and identical protein binding activity."
"52","WBGene00008097","C44H9.1","Stress response","Stress response: detoxification","Stress response: detoxification: ugt","ugt-15 is an ortholog of human UGT3A1 (UDP glycosyltransferase family 3 member A1) and UGT3A2 (UDP glycosyltransferase family 3 member A2)\; is predicted to have glucuronosyltransferase activity."
"53","WBGene00008194","C49C3.4","Unassigned","Unassigned","Unassigned","C49C3.4 is enriched in the intestine based on SAGE, tiling array, and RNA-seq studies\; is affected by several genes including daf-2, skn-1, and let-7 based on proteomic, RNA-seq, and microarray studies\; is affected by eleven chemicals including Mianserin, nicotine, and Zidovudine based on RNA-seq, proteomic, and microarray studies\; is predicted to encode a protein with the following domain: EGF-like domain."
"54","WBGene00008220","C50B6.7","Metabolism","Metabolism: carbohydrate","Metabolism: carbohydrate","C50B6.7 is an ortholog of human AMY2A (amylase, alpha 2A (pancreatic)) and AMY2B (amylase, alpha 2B (pancreatic))\; is predicted to have alpha-amylase activity, alpha-amylase activity (releasing maltohexaose), and cation binding activity\; is expressed in the intestine."
"55","WBGene00008296","C54D10.1","Stress response","Stress response: heavy metal","Stress response: heavy metal","cdr-2 is an ortholog of human FAXC\; is involved in regulation of protein deneddylation and stress response to cadmium ion\; is expressed in several tissues, including the alimentary system, the nervous system, and the reproductive system."
"56","WBGene00008451","E01G6.3","Unassigned","Unassigned","Unassigned: hydrolase","E01G6.3 is predicted to have hydrolase activity."
"57","WBGene00008495","F01D5.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","F01D5.5 is involved in innate immune response."
"58","WBGene00008602","F09B9.1","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-14 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"59","WBGene00008621","F09C8.1","Signaling","Signaling: lipid","Signaling: lipid: phospholipase B","F09C8.1 is an ortholog of human PLB1 (phospholipase B1)\; is predicted to have hydrolase activity, acting on ester bonds\; is expressed in the intestine."
"60","WBGene00008810","F14F7.3","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-13A12 is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is expressed in the marginal cell."
"61","WBGene00008905","F17B5.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F17B5.1 is an ortholog of human NXNL2 (nucleoredoxin like 2)\; is predicted to encode a protein with the following domains: Thioredoxin-like fold and Thioredoxin-like superfamily."
"62","WBGene00009192","F27E5.1","Metabolism","Metabolism: lipid","Metabolism: lipid: sphingolipid","asah-2 is an ortholog of human ASAH1\; is predicted to have N-acylsphingosine amidohydrolase activity and ceramidase activity\; human orthologs of this gene are implicated in Farber lipogranulomatosis."
"63","WBGene00009213","F28D1.3","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","thn-1 is involved in defense response to Gram-negative bacterium and innate immune response."
"64","WBGene00009215","F28D1.5","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","thn-2 is involved in defense response to Gram-negative bacterium and defense response to Gram-positive bacterium."
"65","WBGene00009226","F28G4.1","Stress response","Stress response: detoxification","Stress response: detoxification: CYP","cyp-37B1 is an ortholog of human CYP19A1 (cytochrome P450 family 19 subfamily A member 1) and CYP4V2 (cytochrome P450 family 4 subfamily V member 2)\; is predicted to have heme binding activity, iron ion binding activity, and oxidoreductase activity\; is involved in defense response to Gram-positive bacterium\; is expressed in the intestinal cell."
"66","WBGene00009393","F35C5.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-62 is predicted to have carbohydrate binding activity\; is involved in innate immune response."
"67","WBGene00009394","F35C5.6","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-63 is predicted to have carbohydrate binding activity\; is expressed in the germ line and the intestine."
"68","WBGene00009395","F35C5.7","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-64 is predicted to have carbohydrate binding activity\; is expressed in head neurons and the male."
"69","WBGene00009431","F35E12.7","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","dct-17 is involved in defense response to Gram-negative bacterium and innate immune response\; localizes to the membrane raft."
"70","WBGene00009518","F38A1.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-166 is predicted to have carbohydrate binding activity\; is expressed in the rectum."
"71","WBGene00009578","F40F8.5","Unassigned","Unassigned","Unassigned","F40F8.5 is enriched in the PLM, the intestine, and the muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and glp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including methylmercury hydroxide, Rotenone, and D-glucopyranose based on RNA-seq studies."
"72","WBGene00009639","F42F12.8","Unassigned","Unassigned","Unassigned","nspc-15 is enriched in the nervous system based on microarray studies\; is affected by several genes including daf-16, daf-2, and hsf-1 based on microarray and RNA-seq studies\; is affected by five chemicals including Mianserin, Deoxyglucose, and Humic Substances based on RNA-seq and microarray studies."
"73","WBGene00009773","F46B6.8","Metabolism","Metabolism: lipid","Metabolism: lipid: lipase","lipl-2 is an ortholog of human LIPJ (lipase J), LIPK (lipase K), and LIPF (lipase F, gastric type)\; is predicted to have hydrolase activity, acting on ester bonds\; human orthologs of this gene are implicated in autosomal recessive congenital ichthyosis 8 and lysosomal and lipase deficiency."
